GLOCAL HEALTHCARE SYSTEMS PRIVATE LIMITED - Glocal Healthcare Systems,19AADCG8877D1Z7
GLOVIS INDIA PRIVATE LIMITED - Glovis India,27AACCG5453E1ZR
GLOSTER CABLES LIMITED - Gloster Cables,29AAACC8377R1ZP
GLOWDERMA LAB PRIVATE LIMITED - GLOWDERMA,02AACCG0928Q1ZK
GMMCO LTD - Gmmco,24AABCG0949C1Z3
GLS FILMS INDUSTRIES PRIVATE LIMITED - GLS Films,04AADCG5681K2ZE
GMM PFAUDLER LIMITED - GMM PFAUDLER,37AABCG0563A1Z6
GMR ENERGY LIMITED - Gmr Energy,29AAACT8420A1ZN
GRAND NOTTING HILLS HOTEL & RESORTS PRIVATE LIMITED - GNH Hotels & Resorts,07AADCG3702H1ZY
GOA CARBON LIMITED - Goa Carbon,30AAACG6842K2ZP
GOA BREWCRAFTS PRIVATE LIMITED - Goa Brewcrafts,30AAGCG4496D1ZT
GOBIND SUGAR MILLS LTD. - Gobind Sugar Mills,09AABCG0947N1ZA
GOBLIN INDIA LIMITED - GOBLIN INDIA,27AAACC7794C1ZL
GOCOOP SOLUTIONS AND SERVICES PRIVATE LIMITED - GoCoop,29AAECG4906A1ZX
GODAVARI BIOREFINERIES LIMITED - GODAVARI BIOREFINERIES,27AABCG2543C1Z3
GODREJ PROPERTIES LIMITED - Godrej Properties,19AAACG3995M1ZY
GODREJ TYSON FOODS LIMITED - Godrej Tyson Foods,03AADCG1614N1ZU
GOKALDAS EXPORTS LIMITED - Gokaldas Exports,37AACCG0895N1Z3
GOLD STAR JEWELLERY PRIVATE LIMITED - Gold Star Jewellery,27AADCG1446Q1Z8
SHUBHAM GOLDIEE MASALE PRIVATE LIMITED - Goldiee,09AAFCS0265H1ZC
GOLDWIN MEDICARE LIMITED - Goldwin Medicare,27AAACG1418R1ZD
GOLDMAN SACHS (INDIA) SECURITIES PRIVATE LIMITED - Goldman Sachs,29AAFCA6819F1ZK
GOLOKA DAIRY PRODUCTS PRIVATE LIMITED - Goloka Dairy Products,27AACCG8010F1ZY
GOMA ENGINEERING PVT LTD - GOMA,27AABCG1059K1ZL
GOOD HEALTH INSURANCE TPA LIMITED - Good Health TPA,27AABCG8036G1ZN
GOODEARTH MARITIME LIMITED - Goodearth Maritime,33AABCG3285D1ZZ
GOODCARE PHARMA PVT LTD - GOODCARE,06AAACG9260B1ZY
TEAMONK GLOBAL FOODS PRIVATE LIMITED - TEAMONK,06AAFCT7209J1Z6
GOOGLE INDIA DIGITAL SERVICES PRIVATE LIMITED - Google Pay,06AAGCG6803L1ZG
GOODYEAR SOUTH ASIA TYRES PRIVATE LIMITED - Goodyear South Asia Tyres,27AABCG5544P1Z5
GOOGLE INDIA PRIVATE LIMITED - Google India,37AACCG0527D1Z3
GOPAL RAYON INDUSTRIES PRIVATE LIMITED - Gopal Rayon,24AACCG2853L1ZK
GOPALJEE DAIRY FOODS PRIVATE LIMITED - Gopaljee Dairy,03AACCR8497F1Z6
GOPI SYNTHETICS PVT LTD - Gopi Synthetics,24AAACG7683G1ZJ
GOPANI METAL INDUSTRIES PRIVATE LIMITED - GOPANI METAL INDUSTRIES,27AABCB1392G1ZV
GOURMET AURA PRIVATE LIMITED - Gourmet Aura,07AAFCG9539E1ZF
GOURMET INVESTMENTS PRIVATE LIMITED - Gourmet Investments,07AADCB2606F2Z5
GOZOOP ONLINE PRIVATE LIMITED - Gozoop,27AADCG8315L1ZC
GPT INFRAPROJECTS LIMITED - GPT INFRAPROJECTS,07AAACT9793J1ZO
GPX INDIA PRIVATE LIMITED - GPX India,27AADCG5159N1Z4
GRAB A GRUB SERVICES PRIVATE LIMITED - Grab,27AAFCG7837F1ZE
G P T PHARMACEUTICALS PRIVATE LIMITED - GPT PHARMA,37AADCG5293M1Z2
GRACE INFRASTRUCTURE PRIVATE LIMITED - Grace Infrastructure,27AABCU4996P1ZD
GRAMENER TECHNOLOGY SOLUTIONS PRIVATE LIMITED - GramEner Technology Solutions,36AADCG7682C1ZK
GRAPHENE SEMICONDUCTOR SERVICES PRIVATE LIMITED - Graphene Semiconductors,29AAFCG1600E1Z3
GRAPHIC DIGITAL PRIVATE LIMITED - Graphic India,06AABCD3773D1ZY
GRAUER AND WEIL (INDIA) LIMITED - Grauer And Weil India,07AAACG3741K2ZM
GRAVITA INDIA LIMITED - Gravita India,37AAACG6753F1ZL
GRAVITECH SOLUTIONS PRIVATE LIMITED - Gravitech Solutions,33AAFCG4847F1ZP
GRB DAIRY FOODS PRIVATE LIMITED - GRB Dairy Foods,29AACCG0136G1ZX
GREEN GAS LIMITED - Green Gas,33AAGCG3434M2ZJ
GREEN VALLIEY INDUSTRIES LIMITED - Green Valliey,17AACCG9000D1Z3
GREEN ELECTRICALS PRIVATE LIMITED - Green Electricals,27AABCG0681M1ZF
GREENKASHI BIO ENERGY PRIVATE LIMITED - Greenkashi Bio Energy,09AAFCG3416N1ZC
GREENO TECH SOLUTIONS PRIVATE LIMITED - Greeno Tech Solutions,33AAECG6148A1Z2
GRESCASA CERAMICS LIMITED - Grescasa Ceramics,27AACCP9045R1ZN
GREYATOM EDUTECH PRIVATE LIMITED - GreyAtom,27AAGCG6413Q1Z4
GREY ORANGE INDIA PRIVATE LIMITED - Grey Orange India,29AAFCG6416L1Z8
GROVER ZAMPA VINEYARDS LIMITED - Grover Zampa,04AAACG3592Q2Z7
GREYCAMPUS EDUTECH PRIVATE LIMITED - Greycampus Edutech,36AAACW7766L1ZN
GRIDBOTS TECHNOLOGIES PRIVATE LIMITED - GRIDBOTS,24AADCG4929L1ZE
GROFERS INDIA PRIVATE LIMITED - Grofers,06AAFCG9846E1ZF
GROWEL FEEDS PRIVATE LIMITED - Growel Feeds,37AADCG0564F1ZT
GRP LIMITED - GRP,33AAACG1890M1ZI
GROZ ENGINEERING TOOLS PRIVATE LIMITED - Groz Engineering Tools,09AABCG4017H1ZU
GRUH FINANCE LIMITED - GRUH,24AAACG7010K1ZX
GRT JEWELLERS (INDIA) PRIVATE LIMITED - Grt Jewellers (India),29AAACR3582R1ZL
MY PHYGITAL CAFE PRIVATE LIMITED - Grubox,09AACCF4209P1ZB
GS CALTEX INDIA PRIVATE LIMITED - GS Caltex,08AADCG6605R1Z3
GSA PLANT ENGINEERING SERVICES PRIVATE LIMITED - GSA Plant,24AABCG7320B1ZA
GSP CROP SCIENCE PRIVATE LIMITED - GSP CROP SCIENCE,03AAACG7984Q1ZY
GSTAAD HOTELS PRIVATE LIMITED - Gstaad Hotels,27AACCG1048B3Z4
GTEE BOTANICAL EXTRACT PRIVATE LIMITED - GTEE,29AABCG9522B1ZS
GTFS MULTI SERVICES LIMITED - Gtfs Multi Services,06AACCG1216D1ZC
GTPL HATHWAY LIMITED - GTPL,27AACCG6676M1ZZ
GTN INDUSTRIES LIMITED - GTN Industries,33AAACG8605N1ZH
GTL LIMITED - GTL Limited,34AAACG3742L1ZN
GUARDIAN PLASTICOTE LTD - Guardian Plasticote,19AABCG1294L1ZB
GUARENTED RENTALS PRIVATE LIMITED - GUARENTED,29AAGCG2652M1Z7
GUFIC BIOSCIENCES LIMITED - Gufic Biosciences,33AAACC3419N1ZR
GUFIC LIFESCIENCES PRIVATE LIMITED - Gufic Lifesciences,24AAECG7922Q1Z4
GUJARAT CHEMICAL PORT LIMITED - Gujarat Chemical Port Terminal,24AAACG6861A1Z1
GUJARAT FLOTEX PRIVATE LIMITED - Gujarat Flotex,24AAFCK7346B1ZS
GUJARAT GAS LIMITED - GUJARAT GAS,24AHMG05349B1DT
GUJARAT TEA PROCESSORS AND PACKERS LIMITED - Gujarat Tea Processors and Packers,07AAACG5594L1Z6
GUJARAT SIDHEE CEMENT LIMITED - Gujarat Sidhee Cement,27AAACG8057G1ZJ
GUJARAT POLYFILMS PRIVATE LIMITED - Gujarat Polyfilms,24AAFCP0605E2Z0
GUJARAT TRANSFORMERS PVT LTD - Gujarat Transformers,24AAACG7099L1Z6
GULBRANDSEN CHEMICALS PRIVATE LIMITED - Gulbrandsen Chemicals,24AABCG0812A1ZL
GUNNEBO INDIA PRIVATE LIMITED - Gunnebo India,07AAACS7236D2ZJ
GURUVAYOOR INFRASTRUCTURE PRIVATE LIMITED - Guruvayoor Infra,32AAFCG3842E1Z0
GVK AIRPORT DEVELOPERS LIMITED - GVK AIRPORT DEVELOPERS,36AACCG5286D1ZN
GVK BIOSCIENCES PRIVATE LIMITED - GVK Bio,29AABCG3208J1ZO
GVK JAIPUR EXPRESSWAY PRIVATE LIMITED - GVK Jaipur Expressway,37AABCG5541J1ZJ
GVK POWER (GOINDWAL SAHIB) LIMITED - Gvk Power Goindwal Sahib,36AAACG7488H2Z8
HAIER APPLIANCES (INDIA) PRIVATE LIMITED - Haier,06AABCH3162L1ZM
H.B. FULLER INDIA ADHESIVES PRIVATE LIMITED - H.B. FULLER,33AACCH1671D1Z3
HAL OFFSHORE LIMITED - Hal Offshore,18AAACH3144B1Z5
FRESHWAY SERVICES LLP - Freshway,24AADFF9089P1ZO
H.L. AGRO PRODUCTS PRIVATE LIMITED - H L AGRO,09AABCH3420R1ZB
H & M HENNES & MAURITZ RETAIL PRIVATE LIMITED - H & M Hennes & Mauritz Retail,09AADCH3567M1Z3
H D WIRES PVT LTD - H D Wires,27AAACH4288C1ZP
H G GRAPHICS PRIVATE LIMITED - H G Graphics,09AABCH9083J1Z4
H & S SUPPLY CHAIN SERVICES PRIVATE LIMITED - H&S,29AADCH5462M1Z3
HALDIRAM MANUFACTURING COMPANY PRIVATE LIMITED - Haldiram Manufacturing,06AAACH3170K1ZP
SUPA STAR FOODS PRIVATE LIMITED - Supa Star Foods,07AAVCS7748D1ZQ
HANS ISPAT LIMITED - Hans Ispat,24AABCH2447Q1ZC
HALONIX TECHNOLOGIES PRIVATE LIMITED - Halonix Technologies,21AACCH1914R1ZL
HANON AUTOMOTIVE SYSTEMS INDIA PRIVATE LIMITED - Hanon Automotive,27AAACM6890R1ZL
HANSA VISION INDIA PRIVATE LIMITED - HANSA VISION,27AABCT3770E1ZF
HAPPHO SOLUTIONS V-MART PRIVATE LIMITED - Happho,27AAECH0057R1Z7
HAPPIEST MINDS TECHNOLOGIES PRIVATE LIMITED - Happiest Minds,29AACCH6301G1ZT
HAPPILY UNMARRIED MARKETING PRIVATE LIMITED - HappilyUnmarried.com,19AABCH9506Q1ZX
HAPPY FORGINGS LIMITED - Happy Forging,03AAACH4369J1ZM
HAPPY INSURANCE TPA SERVICES PRIVATE LIMITED - HAPPY INSURANCE TPA,19AACCH5945A1ZQ
HARE KRISHNA METALLICS PRIVATE LIMITED - Hare Krishna Metallics,29AABCH5291E1ZJ
HARITA SEATING SYSTEMS LIMITED - HARITA SEATING SYSTEMS,29AAACH2492N1Z4
HARESH PETROCHEM PRIVATE LIMITED - Haresh Petrochem,24AABCH4107K1ZV
HARI ORGOCHEM PVT LTD - HARI ORGOCHEM,24AAACH7088L1Z8
HARI DARSHAN SEVASHRAM PRIVATE LIMITED - Hari Darshan,07AAACH5523Q1ZA
HARIYANA SHIP BREAKERS LIMITED - Hariyana Ship Breakers Ltd.,27AAACH2476E1ZR
HARMAN FINOCHEM LIMITED - Harman Finochem,27AABCH3223J1ZS
HARMAN INTERNATIONAL (INDIA) PRIVATE LIMITED - Harman,27AACCH1585J1ZE
HARRISONS MALAYALAM LIMITED - Harrisons Malayalam Ltd.,32AAACH6769C1ZS
HARMONY FOODS PRIVATE LIMITED - Harmony Foods,37AABCH4529F1ZP
.HARYANA CITY GAS DISTRIBUTION (BHIWADI) LIMITED - Haryana City Gas Distribution Bhiwandi,08AAXCS6886J1Z4
HARSHA AUTOMOTIVE PRIVATE LIMITED - Harsha Automotive,37AABCH2077A1Z0
HARSHA AUTOMOBILES PRIVATE LIMITED - Harsha Automobiles,33AACCH0767Q1Z9
HARSHA ABAKUS SOLAR PRIVATE LIMITED - Harsha Abakus Solar,33AACCH5549Q2Z2
HARSHA ENGINEERS LIMITED - Harsha Engineers,24AAACH4828C1Z1
HARYANA POWER GENERATION CORPORATION LTD - Haryana Power Generation Corporation,06AABCH4536J2ZL
HASIRU DALA INNOVATIONS PRIVATE LIMITED - Hasiru Dala,29AADCH7179R1ZJ
HATHWAY CABLE & DATACOM LIMITED - Hathway Cable & Datacom,06AAACC6814B1Z8
HATSUN AGRO PRODUCT LIMITED - Hatsun Agro Product Ltd.,22AAACH0945G2Z2
HAWORTH INDIA PVT LTD - Haworth,37AAACH8417K1ZC
HAVMOR ICE CREAM PRIVATE LIMITED - Havmor,07AABCH6766L1Z4
HAYLIDE CHEMICALS PRIVATE LIMITED - Haylide Chemicals,23AACCH4189A1ZZ
HAZIRA PORT PRIVATE LIMITED - Hazira Port,24AAICA0970E1Z1
HBL POWER SYSTEMS LIMITED - HBL Power Systems,10AAACH8421K1ZW
HANDY TRAINING TECHNOLOGIES PRIVATE LIMITED - HandyTrain,30AADCH5885Q1Z1
INTERNATIONAL ONCOLOGY SERVICES PRIVATE LIMITED - International Oncology Services,07AAFCA5652E1ZV
INTEROCEAN SHIPPING (INDIA) PRIVATE LIMITED - INTEROCEAN SHIPPING (INDIA),29AAACI0143F1Z0
INTERPORT GLOBAL LOGISTICS PRIVATE LIMITED - INTERPORT GLOBAL,33AAACI3746A2Z5
INTERNET DATA SERVICES (INDIA) PRIVATE LIMITED - Internet Data Services,27AAACI2698P2ZU
INTERVIEWBIT SOFTWARE SERVICES LLP - InterviewBit,27AAFFI3588N1ZP
CUBICAL LABORATORIES PRIVATE LIMITED - CUBICAL,07AAFCC5016J1ZS
INTRASOFT TECHNOLOGIES LIMITED - Intrasoft Technologies,27AAACI5273N1Z6
INTRON LIFE SCIENCES PRIVATE LIMITED - Intron Life Sciences,37AAFCI0026E1Z2
INVENTIA HEALTHCARE LIMITED - INVENTIA HEALTHCARE,01AABCT5371R1Z1
ION EXCHANGE (INDIA) LIMITED - Ion Exchange,27AAACI1726L2ZJ
IPE GLOBAL LIMITED - IPE Global,23AAACI5794A7ZP
INVESTEC CAPITAL SERVICES (INDIA) PRIVATE LIMITED - INVESTEC INDIA,27AACCI3378N1Z2
IPA PRIVATE LIMITED - IPA,27AAECI2305P1ZF
IRB SURAT DAHISAR TOLLWAY LIMITED - IRB Surat Dahisar Tollway,27AABCI8729E1ZH
IRB JAIPUR DEOLI TOLLWAY LIMITED - IRB Jaipur Deoli Tollway,27AACCI1724Q1ZA
IREL (INDIA) LIMITED - IREL,27MUMI05321B1DR
IRB PATHANKOT AMRITSAR TOLL ROAD LIMITED - IRB Pathankot Amritsar Toll Road,27AACCI1398G1ZH
IQLECT SOFTWARE SOLUTIONS PRIVATE LIMITED - IQLECT,29AADCI0741A1Z3
IRIS COMPUTERS LIMITED - Iris Computers,10AAACI9670H1ZP
IRM ENERGY PRIVATE LIMITED - IRM Energy,24AADCI9965Q1ZO
IRON MOUNTAIN INDIA PRIVATE LIMITED - Iron Mountain,36AABCM3593N1ZZ
ISAGRO (ASIA) AGROCHEMICALS PRIVATE LIMITED - Isagro,22AAACI8431L1ZM
ISCON SURGICALS LIMITED - ISCON SURGICALS,07AAACI3030K1ZV
INTERNATIONAL SEAPORT DREDGING PRIVATE LIMITED - ISD,27AABCI2286E1ZP
ISHIDA INDIA PRIVATE LIMITED - ishida,27AABCI6709G1ZL
ISOURCE I.T. ENABLED SERVICES PRIVATE LIMITED - ISOURCE,33AABCI6581N1Z7
ISS SDB SECURITY SERVICES PRIVATE LIMITED - ISS SDB,03AAACT3628C1ZX
ISSAC TECHNOLOGIES PRIVATE LIMITED - Issac Technologies,19AABCI8427K1Z6
ITC ESSENTRA LIMITED - ITC ESSENTRA,29AAACI5640P1Z3
ISTAR SKILL DEVELOPMENT PRIVATE LIMITED - Istar Skill Development,29AACCI2649L1Z6
ISUZU MOTORS INDIA PRIVATE LIMITED - Isuzu Motors,37AADCI0223K1ZS
ITELLIGENCE INDIA SOFTWARE SOLUTIONS PRIVATE LIMITED - itelligence India Software,36AADCI1557Q1Z3
ITM EDUTECH TRAINING PRIVATE LIMITED - ITM Edutech,27AACCI8889C1Z7
INDIA TOURISM DEVELOPMENT CORPORATION LIMITED - ITDC,33AAACI0825J1ZX
ITOCHU INDIA PRIVATE LIMITED - Itochu India,06AABCI4829F2ZP
IVALUE INFOSOLUTIONS PRIVATE LIMITED - Ivalue Infosolutions,36AABCI8601B1Z1
IVTL INFOVIEW TECHNOLOGIES PRIVATE LIMITED - IVTL Infoview,33AAACI7550A1Z4
IVL DHUNSERI PETROCHEM INDUSTRIES PRIVATE LIMITED - Ivl Dhunseri Petrochem Industries,06AAFCD5214M1ZN
IVY HEALTH AND LIFE SCIENCES PRIVATE LIMITED - Ivy Hospital,03AABCI4594F1ZQ
J.R.G. INFRASTRUCTURE PRIVATE LIMITED - J.R.G. INFRASTRUCTURE,06AABCH9309P1Z5
JABALPUR TRANSMISSION COMPANY LIMITED - JABALPUR TRANSMISSION,23AACCJ3275H1ZQ
J J IMPEX (DELHI) PRIVATE LIMITED - J J Impex Delhi,07AABCJ3457E1ZR
JAGATJIT INDUSTRIES LIMITED - JAGATJIT INDUSTRIES,03AAACJ1525E1ZB
JAI BHARAT GUM AND CHEMICALS LTD - Jai Bharat Gum And Chemicals,08AAACJ2998M1ZX
JAIHIND PROJECTS LIMITED - Jaihind Projects,37AAACJ9366R1ZM
JAIGAD POWERTRANSCO LIMITED - Jaigad PowerTransco,27AACCJ0283B1Z0
JAIN IRRIGATION SYSTEMS LIMITED - Jain Irrigation,33AAACJ7163Q1Z5
JAIPUR RUGS COMPANY PRIVATE LIMITED - Jaipur,07AABCJ6934C1ZR
JAKSON ENGINEERS LIMITED - Jakson,02AAACJ1625K1ZZ
JAKHAU SALT COMPANY PRIVATE LIMITED - JAKHAU SALT COMPANY,33AAACW0867G2ZF
JAKSON POWER PRIVATE LIMITED - JAKSON,09AACCJ6056A1ZT
JAKSON LIMITED - Jakson,10AAACJ5347C1Z8
JALONGI RETAIL PRIVATE LIMITED - Jalongi,06AAECJ1793Q1ZY
JANA CAPITAL LIMITED - JANA CAPITAL,29AADCJ6069Q1ZO
JAMNA AUTO INDUSTRIES LIMITED - Jamna,33AAACJ3929N1ZD
JANAKALYAN FINANCIAL SERVICES PRIVATE LIMITED - JANAKALYAN FINANCIAL SERVICES,19AADCJ7694P1ZI
JANSONS INDUSTRIES LIMITED - Jansons,33AAACJ5438J1ZL
JANUS CORPORATION LIMITED - Janus Corporation,27AABCP9632R2ZM
JAPFA COMFEED INDIA PRIVATE LIMITED - Japfa Comfeed,29AAACJ1855B1ZU
JASPER INDUSTRIES PRIVATE LIMITED - Jasper Industries,36AAACJ5760H1ZJ
JASRA GRAPHICS PRIVATE LIMITED - Jasra Graphics,27AAACW1638F1ZG
JAY CHIKKI AND SNACKS PRIVATE LIMITED - Jay Chikki And Snacks,27AABCJ5840R1ZZ
JAY CHEMICAL INDUSTRIES LIMITED - Jay Chemical Industries,27AAACJ7628J1ZA
JAY JAY MILLS INDIA PRIVATE LIMITED - Jay Jay Mills India,33AAACJ7915N1ZB
JAYPEE HEALTHCARE LIMITED - Jaypee Healthcare,09AACCJ9811D1ZM
JAYSHREE CHEMICALS LIMITED - Jayshree Chemicals Ltd.,19AAACJ6736B1ZP
JBM AUTO LIMITED - JBM Auto,23AAACJ9630N2ZB
JC WORLD HOSPITALITY PRIVATE LIMITED - Jc World Hospitality,09AACCJ9340F1ZI
JEEV DIAGNOSTICS PRIVATE LIMITED - Jeev Diagnostics,07AADCJ3138Q1Z6
JEFFERIES INDIA PRIVATE LIMITED - Jefferies,27AABCJ7850R1ZT
JETKING INFOTRAIN LIMITED - Jetking Infotrain,19AAACJ1533A1Z6
JESONS INDUSTRIES LIMITED - Jesons Industries,25AAACJ7659P2ZU
JETSYNTHESYS PRIVATE LIMITED - JETSYNTHESYS,27AAICM1358A1ZR
JINDAL COKE LIMITED - Jindal Coke,21AADCJ4179K1ZH
VJ JINDAL COCOA PRIVATE LIMITED - Jindal Cocoa,27AAFCV7278R1Z7
JINDAL FITTINGS LIMITED - Jindal Fittings,27AACCJ5987E1Z9
JINDAL DRILLING AND INDUSTRIES LIMITED - Jindal Drilling & Industries,16AAACJ0797L1Z9
JINDAL RAIL INFRASTRUCTURE LIMITED - Jindal Rail Infrastructure,07AABCJ9516E2ZM
JINDAL STAINLESS LIMITED - Jindal Stainless Ltd.,06AABCJ4346C1ZZ
JINDAL UNITED STEEL LIMITED - Jindal United Steel,21AADCJ4180C1Z5
JK PAPER LIMITED - JK Paper,24AAACT6305N2Z9
JIVOX SOFTWARE INDIA PRIVATE LIMITED - Jivox,29AABCJ8475C1ZD
JK TYRE & INDUSTRIES LIMITED - JK Tyre & Industries,22AAACJ6716F1ZY
JOCIL LIMITED - Jocil,07AAACJ5606L1ZI
JMT AUTO LIMITED - JMT Auto,29AAACJ7282Q1ZQ
JODAS EXPOIM PRIVATE LIMITED - JODAS EXPOIM,36AABCJ8653L1Z3
JOHN DEERE FINANCIAL INDIA PRIVATE LIMITED - JOHN DEERE,27AACCJ7017R1Z1
JOHN DEERE INDIA PRIVATE LIMITED - John Deere IN,29AAACJ4233B2ZZ
JOHN DISTILLERIES PRIVATE LIMITED - John Distilleries,29AAACJ4322P1Z9
JONES LANG LASALLE PROPERTY CONSULTANTS (INDIA) PRIVATE LIMITED - Jones Lang Lasalle Property Consultants India,06AAACL2089B2ZV
JOVEES HERBAL CARE INDIA LIMITED - Jovees,09AAACB6393A1ZV
JOSH TALKS PRIVATE LIMITED - JOSH TALKS,06AADCJ4358G1ZL
JOYALUKKAS INDIA PRIVATE LIMITED - Joyalukkas,33AABCJ1087G1ZU
JR TOLL ROAD PRIVATE LIMITED - JR Toll Road,08AACCJ2583L1Z8
JSIW INFRASTRUCTURE PRIVATE LIMITED - Jsiw Infrastructure,09AABCJ8501F1ZQ
JSW CEMENT LIMITED - JSW,36AABCJ6731B2ZW
JS MOBILEON PRIVATE LIMITED - JS MOBILEON,05AADCJ4950A1Z1
JUHU BEACH RESORTS LIMITED - JUHU BEACH RESORTS,27AAACJ0912D1Z6
JUHI INDUSTRIES PRIVATE LIMITED - Juhi Industries,20AABCJ2920J1Z2
JUMBOKING FOODS PRIVATE LIMITED - Jumboking,27AABCJ4309F1ZU
JUMBOTAIL WHOLESALE PRIVATE LIMITED - Jumbotail Wholesale,29AADCJ7381H1Z6
JUMBOTAIL TECHNOLOGIES PRIVATE LIMITED - Jumbotail Technologies,29AADCJ6026H2ZH
JUNOBO HOTELS PRIVATE LIMITED - Junobo Hotels,27AACCJ4959L1Z0
JUNIPER HOTELS PRIVATE LIMITED - Juniper Hotels,07AAECS6336E1ZF
JUPITER DYE CHEM PRIVATE LIMITED - Jupiter Dye chem,29AAACJ0893M1Z3
JUSPAY TECHNOLOGIES PRIVATE LIMITED - Juspay,33AACCJ9163G1ZK
JYOTHY FABRICARE SERVICES LIMITED - Jyothy Fabricare,07AACCJ0461D2Z1
CREDENCE REDEFINED SERVICES PRIVATE LIMITED - JustVerified,21AAGCC4631E1Z9
JUSTBOOKS SOLUTIONS PRIVATE LIMITED - JUSTBOOKS,29AADCJ8009L1Z6
JYOTHY LABS LIMITED - Jyothy Labs,27AAACJ3213B2Z9
SHARP ELECTRODES PRIVATE LIMITED - Sharp Electrodes,33AADCS8157Q1ZP
K7 COMPUTING PRIVATE LIMITED - K7 Computing,06AABCK1942M1ZH
K PATEL PHYTO EXTRACTIONS PRIVATE LIMITED - K Patel Phyto Extractions,27AACCK4602R1Z7
K K NAG PRIVATE LIMITED - K K Nag,32AAACK2676H2ZO
K RAHEJA CORP PRIVATE LIMITED - K Raheja,27AAACP0522B1Z6
KA HOSPITALITY PRIVATE LIMITED - KA Hospitality,29AAGCK5894H2ZV
KAILASH HEALTHCARE LIMITED - Kailash Hospital,05AABCK8840N1Z6
KAKINADA SEAPORTS LIMITED - Kakinada Seaports,37AABCC2006Q1ZN
KALLAM TEXTILES LIMITED - Kallam Textiles,36AAACK9363M1Z0
KAJARIA BATHWARE PRIVATE LIMITED - Kajaria Bathware,24AAFCK4818G1ZN
KALLOS SOLUTIONS PRIVATE LIMITED - Kallos Solutions,33AACCK1785F1ZP
KALEIDOFIN PRIVATE LIMITED - KALEIDOFIN,33AAGCK7048H1ZH
SATPURA TRANSCO PRIVATE LIMITED - Kalpataru Satpura Transco,23AAFCK2049H1ZS
KALYAN JEWELLERS INDIA LIMITED - Kalyan Jewellers,24AADCK6079K1Z7
KAMADGIRI FASHION LIMITED - Kamadgiri Fashion,24AAACK1654P1ZD
KALYANI MOTORS PRIVATE LIMITED - Kalyani Motors,36AACCK9165B1ZL
KAMA AYURVEDA PRIVATE LIMITED - Kama Ayurveda,32AABCK8223B1Z5
KAMAT HOTELS (INDIA) LIMITED - Kamat Hotels (India) Ltd.,21AAACK2912L1ZW
KANCHAN INDIA LIMITED - Kanchan India,08AABCK0452C1Z3
KANCHI KARPOORAM LIMITED - Kanchi Karpooram,33AAACK2985K1ZC
KANCOR INGREDIENTS LIMITED - KANCOR,32AAACK9969R2ZL
KANJI FOREX PRIVATE LIMITED - Kanji Forex,27AABCK3418J1ZK
KAPILS SALON INDIA PRIVATE LIMITED - KAPILS SALON,27AADCK9549C1ZD
KARAIKAL PORT PRIVATE LIMITED - Karaikal Port,34AACCK8122E1ZW
KARACHI HOSPITALITY AND CATERING SERVICES PRIVATE LIMITED - Karachi Hospitality & Catering,07AACCK7240F1ZQ
KAPSONS INDUSTRIES PRIVATE LIMITED - Kapsons Industries,27AAACK9887G1ZZ
KAPOOR WATCH COMPANY PRIVATE LIMITED - Kapoor Watch Company,06AAACK3885A1ZT
KARAMTARA ENGINEERING PRIVATE LIMITED - Karamtara,27AABCK1921E1ZZ
KARDEX INDIA STORAGE SOLUTIONS PRIVATE LIMITED - Kardex,29AADCK5377L1ZW
KARMAKI TECHNOLOGIES PRIVATE LIMITED - Karmaki Technologies,29AAGCK5789B1Z6
KARUR VYSYA BANK LIMITED - Karur Vysya Bank,27AAACT3373J1Z6
KARVY DATA MANAGEMENT SERVICES LIMITED - Karvy Data Management,27AADCK4066C1ZR
KARVAT COVER-MORE ASSIST PRIVATE LIMITED - Karvat Cover-More Assist,23AACCK7065N1Z8
KARVY INNOTECH LIMITED - Karvy Innotech,07AADCH0303D1ZE
KARVY STOCK BROKING LIMITED - Karvy Stock Broking,36AABCK5190K2Z9
KARVY FINANCIAL SERVICES LIMITED - Karvy Financial Services,09AACCK6354L1Z4
KARZA TECHNOLOGIES PRIVATE LIMITED - KARZA TECHNOLOGIES,27AAFCK8380D1ZE
KATRA PHYTOCHEM (INDIA) PRIVATE LIMITED - Katra Phytochem,29AABCA4709N1ZE
KAVERI SEED COMPANY LIMITED - Kaveri Seed Company Ltd.,09AABCK2468C1ZP
KAVIN ENGINEERING AND SERVICES PRIVATE LIMITED - Kavin Engineering,33AACCK3228M1ZK
KAYEM FOOD INDUSTRIES PRIVATE LIMITED - Kayem Food,07AAACK0814H2ZX
KELLOGG BROWN & ROOT ENGINEERING & CONSTRUCTION INDIA PRIVATE LIMITED - KBR,06AAACB2553J1ZW
KDDL LIMITED - KDDL,04AAACK1929M1ZJ
ELECTRONIC ENTERPRISES (INDIA) PRIVATE LIMITED - Electronic Enterprises,36AAACE1969K1ZE
THE K C P LIMITED - KCP,07AAECK4707B1ZY
KEIMED PRIVATE LIMITED - KEIMED,24AABCK4532F2ZX
KENNAMETAL INDIA LIMITED - Kennametal India,29AACCK4472B1ZO
EXPRESS FOODS PRIVATE LIMITED - EXPRESS FOODS,36AACCE9804B1ZX
KELLY SERVICES INDIA PRIVATE LIMITED - Kelly Services,06AABCK6665K1Z7
KENT R O SYSTEMS LIMITED - KENT,22AADCK0743L1ZQ
